project_id,fraud_probability,predicted_typology,feature_importance_contributions,scored_at
MPLADS-004175,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 4.7953, ""progress_anomaly_percentile"": 0.871, ""procurement_anomaly_score"": 0.2455}",2026-09-06T09:45:06.494738+00:00
MPLADS-004176,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.6412, ""progress_anomaly_percentile"": 0.8413, ""procurement_anomaly_score"": 0.2894}",2026-09-06T09:45:06.494738+00:00
MPLADS-004177,0.011,NORMAL,"{""project__planned_duration_days"": 0.037, ""payment_anomaly_percentile"": 0.0294, ""graph_anomaly_score"": 0.0243}",2026-09-06T09:45:06.494738+00:00
MPLADS-004178,0.0231,NORMAL,"{""geo__population_density"": 0.133, ""financial__sanctioned_amount"": 0.0977, ""financial_anomaly_percentile"": 0.075}",2026-09-06T09:45:06.494738+00:00
MPLADS-004179,0.0696,NORMAL,"{""geo__population_density"": 0.0881, ""project__planned_duration_days"": 0.0528, ""geospatial_anomaly_score"": 0.0397}",2026-09-06T09:45:06.494738+00:00
MPLADS-004180,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0506, ""graph_anomaly_score"": 0.0435, ""geo__infrastructure_gap_index"": 0.0332}",2026-09-06T09:45:06.494738+00:00
MPLADS-004181,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.0819, ""project__planned_duration_days"": 0.0576, ""geospatial_anomaly_score"": 0.0395}",2026-09-06T09:45:06.494738+00:00
MPLADS-004182,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1039, ""project__planned_duration_days"": 0.0553, ""mean_anomaly_score"": 0.044}",2026-09-06T09:45:06.494738+00:00
MPLADS-004183,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.0722, ""progress_anomaly_percentile"": 0.9205, ""financial_anomaly_score"": 0.2057}",2026-09-06T09:45:06.494738+00:00
MPLADS-004184,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2369, ""progress_anomaly_percentile"": 0.8847, ""geo__infrastructure_gap_index"": 0.1437}",2026-09-06T09:45:06.494738+00:00
MPLADS-004185,0.0314,NORMAL,"{""procurement_anomaly_percentile"": 0.1693, ""geo__population_density"": 0.0692, ""project__planned_duration_days"": 0.0504}",2026-09-06T09:45:06.494738+00:00
MPLADS-004186,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.0454, ""progress_anomaly_percentile"": 0.8782, ""geo__population_density"": 0.1334}",2026-09-06T09:45:06.494738+00:00
MPLADS-004187,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2009, ""geo__population_density"": 0.0948, ""payment_anomaly_percentile"": 0.0294}",2026-09-06T09:45:06.494738+00:00
MPLADS-004188,0.0153,NORMAL,"{""project__planned_duration_days"": 0.0652, ""mean_anomaly_score"": 0.0439, ""geospatial_anomaly_score"": 0.0358}",2026-09-06T09:45:06.494738+00:00
MPLADS-004189,0.0088,NORMAL,"{""project__planned_duration_days"": 0.0446, ""contractor_anomaly_score"": 0.004, ""financial_anomaly_percentile"": 0.0028}",2026-09-06T09:45:06.494738+00:00
MPLADS-004190,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.3494, ""progress_anomaly_percentile"": 0.9239, ""payment_anomaly_score"": 0.1154}",2026-09-06T09:45:06.494738+00:00
MPLADS-004191,0.0314,NORMAL,"{""mean_anomaly_score"": 0.1155, ""contractor_anomaly_percentile"": 0.1119, ""contractor_anomaly_score"": 0.1085}",2026-09-06T09:45:06.494738+00:00
MPLADS-004192,0.0308,NORMAL,"{""geospatial_anomaly_score"": 0.0841, ""project__planned_duration_days"": 0.0248, ""geospatial_anomaly_percentile"": 0.024}",2026-09-06T09:45:06.494738+00:00
MPLADS-004193,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1245, ""geospatial_anomaly_score"": 0.1147, ""geo__infrastructure_gap_index"": 0.0993}",2026-09-06T09:45:06.494738+00:00
MPLADS-004194,0.0265,NORMAL,"{""procurement_anomaly_score"": 0.6137, ""procurement_anomaly_percentile"": 0.1704, ""payment_anomaly_score"": 0.0597}",2026-09-06T09:45:06.494738+00:00
MPLADS-004195,0.1596,NORMAL,"{""procurement_anomaly_score"": 0.7177, ""procurement_anomaly_percentile"": 0.2782, ""geo__population_density"": 0.2436}",2026-09-06T09:45:06.494738+00:00
MPLADS-004196,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0515, ""project__planned_duration_days"": 0.0433, ""graph_anomaly_percentile"": 0.015}",2026-09-06T09:45:06.494738+00:00
MPLADS-004197,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.2397, ""progress_anomaly_percentile"": 0.878, ""financial_anomaly_score"": 0.1444}",2026-09-06T09:45:06.494738+00:00
MPLADS-004198,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0612, ""geospatial_anomaly_score"": 0.0527, ""geospatial_anomaly_percentile"": 0.0202}",2026-09-06T09:45:06.494738+00:00
MPLADS-004199,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2671, ""mean_anomaly_score"": 0.0334, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-004200,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2383, ""geo__infrastructure_gap_index"": 0.1026, ""graph_anomaly_score"": 0.0649}",2026-09-06T09:45:06.494738+00:00
MPLADS-004201,0.011,NORMAL,"{""geo__population_density"": 0.0534, ""project__planned_duration_days"": 0.0503, ""graph_anomaly_score"": 0.0467}",2026-09-06T09:45:06.494738+00:00
MPLADS-004202,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.171, ""geo__infrastructure_gap_index"": 0.1095, ""geo__population_density"": 0.0768}",2026-09-06T09:45:06.494738+00:00
MPLADS-004203,0.0067,NORMAL,"{""financial_anomaly_score"": 0.1992, ""project__planned_duration_days"": 0.0335, ""graph_anomaly_score"": 0.0233}",2026-09-06T09:45:06.494738+00:00
MPLADS-004204,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0487, ""payment_anomaly_percentile"": 0.0436, ""contractor_anomaly_score"": 0.0074}",2026-09-06T09:45:06.494738+00:00
MPLADS-004205,0.0182,NORMAL,"{""geo__population_density"": 0.0616, ""project__planned_duration_days"": 0.0318, ""contractor_anomaly_percentile"": 0.0183}",2026-09-06T09:45:06.494738+00:00
MPLADS-004206,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 4.8329, ""progress_anomaly_percentile"": 0.9095, ""payment_anomaly_score"": 0.1644}",2026-09-06T09:45:06.494738+00:00
MPLADS-004207,0.0231,NORMAL,"{""mean_anomaly_score"": 0.1202, ""payment_anomaly_percentile"": 0.1137, ""financial_anomaly_score"": 0.1093}",2026-09-06T09:45:06.494738+00:00
MPLADS-004208,0.0345,NORMAL,"{""geo__population_density"": 0.3764, ""geo__infrastructure_gap_index"": 0.2682, ""geospatial_anomaly_score"": 0.0577}",2026-09-06T09:45:06.494738+00:00
MPLADS-004209,0.0225,NORMAL,"{""geo__population_density"": 0.0692, ""project__planned_duration_days"": 0.0383, ""mean_anomaly_score"": 0.0374}",2026-09-06T09:45:06.494738+00:00
MPLADS-004210,0.0231,NORMAL,"{""procurement_anomaly_score"": 0.3853, ""procurement_anomaly_percentile"": 0.3268, ""max_anomaly_score"": 0.0876}",2026-09-06T09:45:06.494738+00:00
MPLADS-004211,0.0182,NORMAL,"{""project__planned_duration_days"": 0.056, ""mean_anomaly_score"": 0.0347, ""contractor_anomaly_score"": 0.0123}",2026-09-06T09:45:06.494738+00:00
MPLADS-004212,0.0153,NORMAL,"{""geo__infrastructure_gap_index"": 0.1272, ""project__planned_duration_days"": 0.0675, ""geospatial_anomaly_score"": 0.0583}",2026-09-06T09:45:06.494738+00:00
MPLADS-004213,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2714, ""geospatial_anomaly_score"": 0.1574, ""financial_anomaly_percentile"": 0.1102}",2026-09-06T09:45:06.494738+00:00
MPLADS-004214,0.0265,NORMAL,"{""geo__infrastructure_gap_index"": 0.2792, ""financial__sanctioned_amount"": 0.2453, ""project__planned_duration_days"": 0.0138}",2026-09-06T09:45:06.494738+00:00
MPLADS-004215,0.0204,NORMAL,"{""geospatial_anomaly_score"": 0.1139, ""project__planned_duration_days"": 0.0687, ""geospatial_anomaly_percentile"": 0.0492}",2026-09-06T09:45:06.494738+00:00
MPLADS-004216,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.145, ""geospatial_anomaly_score"": 0.0669, ""geospatial_anomaly_percentile"": 0.0381}",2026-09-06T09:45:06.494738+00:00
MPLADS-004217,0.0182,NORMAL,"{""geo__population_density"": 0.0715, ""geospatial_anomaly_score"": 0.0407, ""mean_anomaly_score"": 0.0226}",2026-09-06T09:45:06.494738+00:00
MPLADS-004218,0.0088,NORMAL,"{""geo__infrastructure_gap_index"": 0.1518, ""project__planned_duration_days"": 0.0489, ""financial_anomaly_score"": 0.046}",2026-09-06T09:45:06.494738+00:00
MPLADS-004219,0.0265,NORMAL,"{""geo__population_density"": 0.0761, ""financial_anomaly_score"": 0.0669, ""project__planned_duration_days"": 0.0413}",2026-09-06T09:45:06.494738+00:00
MPLADS-004220,0.1024,NORMAL,"{""contractor_anomaly_score"": 0.3036, ""contractor_anomaly_percentile"": 0.2449, ""financial_anomaly_score"": 0.2314}",2026-09-06T09:45:06.494738+00:00
MPLADS-004221,0.0345,NORMAL,"{""payment_anomaly_score"": 0.121, ""geo__population_density"": 0.1117, ""geo__infrastructure_gap_index"": 0.0613}",2026-09-06T09:45:06.494738+00:00
MPLADS-004222,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2389, ""geo__population_density"": 0.1596, ""graph_anomaly_score"": 0.044}",2026-09-06T09:45:06.494738+00:00
MPLADS-004223,0.0182,NORMAL,"{""financial_anomaly_score"": 0.0658, ""project__planned_duration_days"": 0.0486, ""geo__infrastructure_gap_index"": 0.0463}",2026-09-06T09:45:06.494738+00:00
MPLADS-004224,0.0182,NORMAL,"{""geo__population_density"": 0.1399, ""mean_anomaly_score"": 0.0451, ""std_anomaly_score"": 0.0371}",2026-09-06T09:45:06.494738+00:00
MPLADS-004225,0.0225,NORMAL,"{""geo__population_density"": 0.1404, ""geospatial_anomaly_score"": 0.1054, ""geo__infrastructure_gap_index"": 0.0616}",2026-09-06T09:45:06.494738+00:00
MPLADS-004226,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1522, ""progress_anomaly_percentile"": 0.9044, ""payment_anomaly_score"": 0.1428}",2026-09-06T09:45:06.494738+00:00
MPLADS-004227,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.2336, ""std_anomaly_score"": 0.0669, ""geospatial_anomaly_score"": 0.0611}",2026-09-06T09:45:06.494738+00:00
MPLADS-004228,0.0314,NORMAL,"{""procurement_anomaly_percentile"": 0.2375, ""geospatial_anomaly_score"": 0.0634, ""std_anomaly_score"": 0.0569}",2026-09-06T09:45:06.494738+00:00
MPLADS-004229,0.011,NORMAL,"{""project__planned_duration_days"": 0.0603, ""geo__infrastructure_gap_index"": 0.0568, ""geospatial_anomaly_score"": 0.0505}",2026-09-06T09:45:06.494738+00:00
MPLADS-004230,0.0182,NORMAL,"{""geo__population_density"": 0.1404, ""financial__sanctioned_amount"": 0.0871, ""geospatial_anomaly_score"": 0.0184}",2026-09-06T09:45:06.494738+00:00
MPLADS-004231,0.1698,NORMAL,"{""geo__population_density"": 0.6402, ""financial_anomaly_score"": 0.3821, ""std_anomaly_score"": 0.0701}",2026-09-06T09:45:06.494738+00:00
MPLADS-004232,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.5217, ""progress_anomaly_percentile"": 0.9677, ""payment_anomaly_score"": 0.3069}",2026-09-06T09:45:06.494738+00:00
MPLADS-004233,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0434, ""graph_anomaly_percentile"": 0.0031, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-004234,0.0182,NORMAL,"{""payment_anomaly_score"": 0.1145, ""project__planned_duration_days"": 0.0549, ""payment_anomaly_percentile"": 0.0439}",2026-09-06T09:45:06.494738+00:00
MPLADS-004235,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.3051, ""progress_anomaly_percentile"": 0.9223, ""payment_anomaly_score"": 0.0974}",2026-09-06T09:45:06.494738+00:00
MPLADS-004236,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1377, ""financial__sanctioned_amount"": 0.1039, ""payment_anomaly_score"": 0.0923}",2026-09-06T09:45:06.494738+00:00
MPLADS-004237,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.0999, ""progress_anomaly_percentile"": 0.8302, ""financial_anomaly_score"": 0.1316}",2026-09-06T09:45:06.494738+00:00
MPLADS-004238,0.0182,NORMAL,"{""mean_anomaly_score"": 0.0579, ""geospatial_anomaly_score"": 0.0081, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-004239,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.1508, ""std_anomaly_score"": 0.029, ""geospatial_anomaly_score"": 0.0209}",2026-09-06T09:45:06.494738+00:00
MPLADS-004240,0.0875,NORMAL,"{""contractor_anomaly_percentile"": 0.1984, ""contractor_anomaly_score"": 0.1493, ""financial__sanctioned_amount"": 0.1282}",2026-09-06T09:45:06.494738+00:00
MPLADS-004241,0.0231,NORMAL,"{""geo__population_density"": 0.5203, ""geospatial_anomaly_score"": 0.1145, ""project__planned_duration_days"": 0.0858}",2026-09-06T09:45:06.494738+00:00
MPLADS-004242,0.0182,NORMAL,"{""graph_anomaly_score"": 0.0507, ""project__planned_duration_days"": 0.0496, ""graph_anomaly_percentile"": 0.0055}",2026-09-06T09:45:06.494738+00:00
MPLADS-004243,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2221, ""geospatial_anomaly_score"": 0.0597, ""geospatial_anomaly_percentile"": 0.0461}",2026-09-06T09:45:06.494738+00:00
MPLADS-004244,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 4.5625, ""progress_anomaly_percentile"": 0.7826, ""procurement_anomaly_score"": 0.2172}",2026-09-06T09:45:06.494738+00:00
MPLADS-004245,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1985, ""financial__sanctioned_amount"": 0.1813, ""payment_anomaly_percentile"": 0.0308}",2026-09-06T09:45:06.494738+00:00
MPLADS-004246,0.0182,NORMAL,"{""geo__population_density"": 0.1006, ""graph_anomaly_score"": 0.088, ""financial__sanctioned_amount"": 0.0628}",2026-09-06T09:45:06.494738+00:00
MPLADS-004247,0.0161,NORMAL,"{""geospatial_anomaly_score"": 0.0832, ""project__planned_duration_days"": 0.0625, ""contractor_anomaly_percentile"": 0.0291}",2026-09-06T09:45:06.494738+00:00
MPLADS-004248,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0425, ""procurement_anomaly_percentile"": 0.0405, ""contractor_anomaly_score"": 0.0179}",2026-09-06T09:45:06.494738+00:00
MPLADS-004249,0.0182,NORMAL,"{""financial_anomaly_percentile"": 0.0482, ""project__planned_duration_days"": 0.0325, ""payment_anomaly_percentile"": 0.0311}",2026-09-06T09:45:06.494738+00:00
MPLADS-004250,0.0046,NORMAL,"{""payment_anomaly_score"": 0.1335, ""project__planned_duration_days"": 0.0614, ""financial_anomaly_percentile"": 0.0411}",2026-09-06T09:45:06.494738+00:00
MPLADS-004251,0.4019,NORMAL,"{""procurement_anomaly_score"": 1.7968, ""procurement_anomaly_percentile"": 0.7594, ""max_anomaly_score"": 0.1828}",2026-09-06T09:45:06.494738+00:00
MPLADS-004252,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.3996, ""progress_anomaly_percentile"": 0.9315, ""payment_anomaly_score"": 0.134}",2026-09-06T09:45:06.494738+00:00
MPLADS-004253,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 4.9623, ""progress_anomaly_percentile"": 0.7956, ""financial_anomaly_score"": 0.1722}",2026-09-06T09:45:06.494738+00:00
MPLADS-004254,0.0225,NORMAL,"{""geo__population_density"": 0.1259, ""geospatial_anomaly_score"": 0.0827, ""mean_anomaly_score"": 0.0347}",2026-09-06T09:45:06.494738+00:00
MPLADS-004255,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0853, ""project__planned_duration_days"": 0.0402, ""geospatial_anomaly_percentile"": 0.0355}",2026-09-06T09:45:06.494738+00:00
MPLADS-004256,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1112, ""project__planned_duration_days"": 0.0562, ""mean_anomaly_score"": 0.0356}",2026-09-06T09:45:06.494738+00:00
MPLADS-004257,0.0182,NORMAL,"{""financial_anomaly_score"": 0.2291, ""geo__population_density"": 0.1302, ""max_anomaly_score"": 0.0901}",2026-09-06T09:45:06.494738+00:00
MPLADS-004258,0.0345,NORMAL,"{""geo__population_density"": 0.1753, ""geospatial_anomaly_score"": 0.1409, ""geo__infrastructure_gap_index"": 0.0983}",2026-09-06T09:45:06.494738+00:00
MPLADS-004259,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.6147, ""progress_anomaly_percentile"": 0.8285, ""procurement_anomaly_score"": 0.2181}",2026-09-06T09:45:06.494738+00:00
MPLADS-004260,0.363,NORMAL,"{""procurement_anomaly_score"": 1.5664, ""procurement_anomaly_percentile"": 0.6784, ""geo__population_density"": 0.2048}",2026-09-06T09:45:06.494738+00:00
MPLADS-004261,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1731, ""mean_anomaly_score"": 0.0041, ""financial_anomaly_percentile"": 0.0034}",2026-09-06T09:45:06.494738+00:00
MPLADS-004262,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0875, ""mean_anomaly_score"": 0.0629, ""financial__sanctioned_amount"": 0.0594}",2026-09-06T09:45:06.494738+00:00
MPLADS-004263,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0713, ""project__planned_duration_days"": 0.0563, ""financial__sanctioned_amount"": 0.0311}",2026-09-06T09:45:06.494738+00:00
MPLADS-004264,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0286, ""mean_anomaly_score"": 0.0241, ""contractor_anomaly_percentile"": 0.0189}",2026-09-06T09:45:06.494738+00:00
MPLADS-004265,0.0262,NORMAL,"{""contractor_anomaly_percentile"": 0.1982, ""contractor_anomaly_score"": 0.1412, ""financial__sanctioned_amount"": 0.116}",2026-09-06T09:45:06.494738+00:00
MPLADS-004266,0.0265,NORMAL,"{""financial_anomaly_score"": 0.0833, ""geospatial_anomaly_score"": 0.0387, ""geo__population_density"": 0.0334}",2026-09-06T09:45:06.494738+00:00
MPLADS-004267,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1841, ""progress_anomaly_percentile"": 0.9103, ""payment_anomaly_score"": 0.0945}",2026-09-06T09:45:06.494738+00:00
MPLADS-004268,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.3124, ""procurement_anomaly_percentile"": 0.0583, ""payment_anomaly_percentile"": 0.0528}",2026-09-06T09:45:06.494738+00:00
MPLADS-004269,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1097, ""financial__sanctioned_amount"": 0.0834, ""payment_anomaly_score"": 0.0538}",2026-09-06T09:45:06.494738+00:00
MPLADS-004270,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1205, ""geo__infrastructure_gap_index"": 0.1146, ""project__planned_duration_days"": 0.0465}",2026-09-06T09:45:06.494738+00:00
MPLADS-004271,0.4384,NORMAL,"{""procurement_anomaly_score"": 1.8069, ""procurement_anomaly_percentile"": 0.7804, ""max_anomaly_score"": 0.1821}",2026-09-06T09:45:06.494738+00:00
MPLADS-004272,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.0626, ""payment_anomaly_percentile"": 0.0571, ""std_anomaly_score"": 0.0527}",2026-09-06T09:45:06.494738+00:00
MPLADS-004273,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.201, ""progress_anomaly_percentile"": 0.9498, ""payment_anomaly_score"": 0.1117}",2026-09-06T09:45:06.494738+00:00
MPLADS-004274,0.0442,NORMAL,"{""financial__sanctioned_amount"": 0.2622, ""geo__population_density"": 0.205, ""geospatial_anomaly_score"": 0.1589}",2026-09-06T09:45:06.494738+00:00
MPLADS-004275,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 4.8612, ""progress_anomaly_percentile"": 0.8369, ""payment_anomaly_score"": 0.2226}",2026-09-06T09:45:06.494738+00:00
MPLADS-004276,0.2256,NORMAL,"{""procurement_anomaly_score"": 1.1385, ""procurement_anomaly_percentile"": 0.3341, ""geospatial_anomaly_score"": 0.1289}",2026-09-06T09:45:06.494738+00:00
MPLADS-004277,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 4.7848, ""progress_anomaly_percentile"": 0.859, ""procurement_anomaly_score"": 0.234}",2026-09-06T09:45:06.494738+00:00
MPLADS-004278,0.0225,NORMAL,"{""procurement_anomaly_score"": 0.4398, ""procurement_anomaly_percentile"": 0.2345, ""std_anomaly_score"": 0.0412}",2026-09-06T09:45:06.494738+00:00
MPLADS-004279,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2896, ""procurement_anomaly_percentile"": 0.1236, ""geospatial_anomaly_score"": 0.0934}",2026-09-06T09:45:06.494738+00:00
MPLADS-004280,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0919, ""graph_anomaly_score"": 0.0199, ""contractor_anomaly_score"": 0.0021}",2026-09-06T09:45:06.494738+00:00
MPLADS-004281,0.0182,NORMAL,"{""procurement_anomaly_score"": 0.318, ""procurement_anomaly_percentile"": 0.2703, ""std_anomaly_score"": 0.0437}",2026-09-06T09:45:06.494738+00:00
MPLADS-004282,0.0231,NORMAL,"{""geo__population_density"": 0.1937, ""financial__sanctioned_amount"": 0.1696, ""geo__infrastructure_gap_index"": 0.0908}",2026-09-06T09:45:06.494738+00:00
MPLADS-004283,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.2147, ""geo__population_density"": 0.1933, ""geo__infrastructure_gap_index"": 0.1441}",2026-09-06T09:45:06.494738+00:00
MPLADS-004284,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0516, ""geo__population_density"": 0.0474, ""mean_anomaly_score"": 0.0393}",2026-09-06T09:45:06.494738+00:00
MPLADS-004285,0.0314,NORMAL,"{""contractor_anomaly_score"": 0.1355, ""contractor_anomaly_percentile"": 0.1266, ""payment_anomaly_percentile"": 0.0456}",2026-09-06T09:45:06.494738+00:00
MPLADS-004286,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.3749, ""geo__population_density"": 0.0816, ""std_anomaly_score"": 0.0478}",2026-09-06T09:45:06.494738+00:00
