project_id,financial_anomaly_score,financial_anomaly_percentile,financial_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,peer_cost_deviation_pct,peer_unit_cost_zscore,model_version,mode,scored_at
MPLADS-003820,9.42,32.96,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-18.7,-0.54,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003821,4.2,13.14,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,11.41,-0.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003822,4.09,12.64,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-29.94,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003823,41.1,82.0,False,Atypical cost per unit (+191.1% vs peer median rate),Contract escalation (-3.1% value change with 3 amendments),Standard schedule compliance,1.96,3.32,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003824,16.97,52.82,False,Atypical cost per unit (+430.0% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,22.78,6.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003825,4.21,13.16,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-26.67,-0.96,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003826,7.04,24.84,False,Atypical cost per unit (+136.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,2.16,2.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003827,50.0,87.74,False,Elevated peer-adjusted cost (+30.2% vs peer median for work type),Normal peer disbursement pattern,Standard schedule compliance,30.17,-0.23,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003828,17.78,54.82,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-17.67,-0.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003829,16.2,50.98,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-5.06,-0.65,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003830,26.44,68.46,False,Disproportionate round-sum disbursements (100.0% round-number rate),Normal peer disbursement pattern,Standard schedule compliance,22.63,-0.61,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003831,6.56,23.26,False,Atypical cost per unit (+294.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-5.3,4.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003832,6.29,21.98,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-32.19,-0.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003833,31.93,73.82,False,Contract escalation (-4.3% value change with 2 amendments),Atypical cost per unit (+37.7% vs peer median rate),Standard schedule compliance,-23.36,0.51,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003834,2.85,8.0,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,21.05,0.46,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003835,29.13,70.98,False,Atypical cost per unit (+1534.5% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,12.27,20.2,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003836,18.89,57.0,False,Atypical cost per unit (+303.9% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-14.56,4.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003837,51.76,88.62,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,18.24,-0.5,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003838,7.32,25.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-11.04,-0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003839,25.23,67.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-0.18,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003840,2.33,6.2,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,3.88,0.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003841,44.87,84.62,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,13.99,-0.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003842,5.73,19.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-26.61,-0.91,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003843,53.78,89.7,False,Contract escalation (-1.9% value change with 2 amendments),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,14.06,0.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003844,4.65,14.84,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-1.36,0.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003845,5.47,18.44,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-18.28,-0.58,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003846,27.15,69.28,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-28.38,-0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003847,55.94,90.82,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-32.93,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003848,5.08,16.64,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,19.02,-0.09,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003849,12.81,42.48,False,Atypical cost per unit (+210.6% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,26.35,3.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003850,50.65,88.08,False,Accelerated disbursement velocity (1.5x peer median disbursement speed),Contract escalation (58.5% value change with 0 amendments),Standard schedule compliance,-9.83,0.09,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003851,20.16,59.44,False,Contract escalation (24.8% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-7.9,-0.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003852,21.08,61.06,False,Atypical cost per unit (+112.4% vs peer median rate),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,-5.42,1.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003853,1.81,4.76,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-17.14,-0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003854,49.71,87.6,False,High unverified disbursement rate (100.0% unverified payments),Disproportionate round-sum disbursements (100.0% round-number rate),Irregular payment intervals (33.3% timing anomaly rate),-11.42,-0.85,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003855,13.21,43.56,False,Atypical cost per unit (+128.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-11.2,1.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003856,52.64,89.12,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,1.81,0.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003857,4.89,15.82,False,Atypical cost per unit (+223.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-7.56,3.14,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003858,35.59,76.98,False,Atypical cost per unit (+206.5% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,6.2,2.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003859,3.79,11.42,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,25.85,0.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003860,33.73,75.3,False,Atypical cost per unit (+256.2% vs peer median rate),Disproportionate round-sum disbursements (100.0% round-number rate),Standard schedule compliance,26.61,4.45,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003861,30.24,72.32,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-17.76,-0.44,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003862,29.99,72.04,False,Atypical cost per unit (+1760.7% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-15.91,28.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003863,32.96,74.62,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-12.48,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003864,2.5,6.9,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-18.3,-0.8,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003865,50.43,87.96,False,Contract escalation (-3.0% value change with 4 amendments),Normal peer disbursement pattern,Standard schedule compliance,-31.86,-0.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003866,17.63,54.46,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-6.69,0.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003867,6.27,21.94,False,Atypical cost per unit (+769.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,23.66,11.5,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003868,70.93,95.44,True,Atypical cost per unit (+1378.9% vs peer median rate),Accelerated disbursement velocity (2.1x peer median disbursement speed),Contract escalation (68.4% value change with 0 amendments),25.4,19.42,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003869,15.35,49.06,False,Atypical cost per unit (+435.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-25.58,6.92,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003870,7.37,26.16,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-15.16,0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003871,18.45,56.12,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-30.96,-0.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003872,45.23,84.88,False,Contract escalation (3.8% value change with 2 amendments),Normal peer disbursement pattern,Standard schedule compliance,-18.93,-0.32,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003873,65.41,94.1,False,Accelerated disbursement velocity (1.9x peer median disbursement speed),Atypical cost per unit (+185.6% vs peer median rate),Contract escalation (59.6% value change with 0 amendments),8.35,2.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003874,3.88,11.78,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-21.5,-0.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003875,34.81,76.16,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,12.59,-0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003876,56.88,91.24,False,Atypical cost per unit (+1430.2% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-13.04,18.6,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003877,5.84,19.98,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,4.24,-0.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003878,5.78,19.76,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,15.47,0.18,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003879,34.95,76.32,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-30.49,-0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003880,73.38,96.2,True,Elevated peer-adjusted cost (+325.3% vs peer median for work type),Accelerated disbursement velocity (4.4x peer median disbursement speed),Atypical cost per unit (+229.7% vs peer median rate),325.29,3.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003881,10.25,35.4,False,Atypical cost per unit (+248.8% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,23.14,3.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003882,0.16,1.28,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-24.72,0.13,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003883,2.27,6.04,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-24.22,-0.81,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003884,37.1,78.76,False,Irregular payment intervals (50.0% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,17.14,-0.04,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003885,13.91,45.3,False,Atypical cost per unit (+42.8% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,25.26,0.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003886,43.05,83.28,False,Abrupt contract value contraction (-47.3% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,21.78,-0.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003887,3.13,8.86,False,Atypical cost per unit (+121.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,1.85,1.9,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003888,3.3,9.66,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-27.33,-0.54,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003889,48.01,86.66,False,Atypical cost per unit (+63.3% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,23.0,0.81,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003890,56.93,91.3,False,Elevated peer-adjusted cost (+370.5% vs peer median for work type),Accelerated disbursement velocity (4.7x peer median disbursement speed),Atypical cost per unit (+193.6% vs peer median rate),370.52,3.12,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
