WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
9752d453,MP 0200,NA - repair of internal roads,Normal/Others,Bihar,Bihar Constituency 200,IDA 0237,,,,,2023-10-13,827232,Action Pending,Unsanctioned,Lok Sabha,0,
ee0fa49b,MP 0144,NA - repair of drinking water supply pipeline,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 144,IDA 0204,,Ward 14,,Village 85,2023-07-02,383691,Approved by IDA,Sanctioned,Lok Sabha,0,
a982d422,MP 0179,NA - renovation of government school building,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0338,,Ward 18,Block 9,,2023-04-30,922238,Approved by IDA,Unsanctioned,Lok Sabha,0,
fce3b52b,MP 0082,NA - construction of cremation ground shed,Normal/Others,Odisha,Odisha Constituency 82,IDA 0101,,,,Village 86,2023-06-25,465345,Rejected by IDA,Unsanctioned,Lok Sabha,0,
f16c5463,MP 0191,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 191,IDA 0072,,,,,2024-03-23,1328509,Approved by IDA,Unsanctioned,Rajya Sabha,0,
19c0ba24,MP 0143,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0331,,,Block 1,Village 16,2023-05-30,640227,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
8e815b5d,MP 0119,NA - construction of community hall,Normal/Others,Uttarakhand,Uttarakhand Constituency 119,IDA 0299,,Ward 14,Block 4,,2023-11-15,3434987,Approved by IDA,Unsanctioned,Lok Sabha,0,
8128b7e8,MP 0275,NA - installation of RO water purification unit,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0358,,Ward 25,Block 13,Village 51,2023-04-29,342711,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
752b61bc,MP 0064,NA - repair of internal roads,Normal/Others,Assam,Assam Constituency 64,IDA 0383,,,Block 14,,2023-06-04,533074,Action Pending,Unsanctioned,Lok Sabha,0,
53bec913,MP 0025,NA - construction of community hall,Normal/Others,Delhi,Delhi Constituency 25,IDA 0090,,,,,2024-03-02,15519741,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
93b57d3a,MP 0096,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 96,IDA 0304,,,,,2023-09-28,263310,Action Pending,Sanctioned,Lok Sabha,1,vendor_capture
8eec9b95,MP 0020,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 20,IDA 0175,,Ward 12,Block 9,Village 45,2023-08-29,665654,Action Pending,Unsanctioned,Rajya Sabha,0,
81fc7f14,MP 0185,NA – construction of drainage system (Phase 1),Normal/Others,Assam,Assam Constituency 185,IDA 0353,,,,,2024-01-19,1086282,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
4355a3a7,MP 0153,NA - construction of public toilet complex,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0019,,Ward 7,,,2023-04-27,670109,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
5e758292,MP 0155,NA - repair of internal roads,Normal/Others,Odisha,Odisha Constituency 155,IDA 0322,,Ward 16,,Village 7,2023-06-07,1683394,Approved by IDA,Unsanctioned,Rajya Sabha,0,
c8fcb3f0,MP 0176,NA - repair of internal roads,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0018,,,,Village 88,2024-02-01,884032,Approved by IDA,Unsanctioned,Lok Sabha,0,
6488347d,MP 0216,NA - installation of street lights,Normal/Others,Punjab,Punjab Constituency 216,IDA 0328,,,Block 14,,2023-10-27,166115,Approved by IDA,Unsanctioned,Lok Sabha,0,
720a3687,MP 0205,NA - installation of CCTV surveillance system,Normal/Others,Odisha,Odisha Constituency 205,IDA 0128,,,,,2023-11-17,203978,Approved by IDA,Ongoing,Rajya Sabha,0,
fa634c54,MP 0048,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 48,IDA 0228,,Ward 2,Block 15,,2023-05-04,596749,Action Pending,Unsanctioned,Rajya Sabha,0,
81a6b4ab,MP 0169,NA - renovation of government school building,Normal/Others,Haryana,Haryana Constituency 169,IDA 0374,,,,,2023-11-23,1466295,Action Pending,Completed,Rajya Sabha,0,
347a6793,MP 0180,NA - installation of CCTV surveillance system,Normal/Others,Haryana,Haryana Constituency 180,IDA 0129,,,Block 11,,2023-09-01,372728,Approved by IDA,Unsanctioned,Lok Sabha,0,
51961f60,MP 0214,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 214,IDA 0166,,,,,2023-05-07,208960,Action Pending,Unsanctioned,Lok Sabha,0,
d2f29ee5,MP 0029,NA - construction of drainage system,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0241,,Ward 16,,,2024-01-15,1413593,Approved by IDA,Unsanctioned,Lok Sabha,0,
dea1f9f3,MP 0111,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0154,,,Block 5,,2023-09-05,433447,Action Pending,Unsanctioned,Lok Sabha,0,
9f820160,MP 0074,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 74,IDA 0321,,,Block 4,Village 83,2023-05-23,318997,Action Pending,Unsanctioned,Lok Sabha,0,
9b224e84,MP 0061,NA - construction of cremation ground shed,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0069,,,,Village 94,2023-04-08,431052,Action Pending,Ongoing,Lok Sabha,0,
641da880,MP 0049,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 49,IDA 0241,,,,,2023-06-02,1863508,Action Pending,Unsanctioned,Lok Sabha,0,
87dd1916,MP 0271,NA - installation of CCTV surveillance system,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0070,,,Block 9,Village 85,2023-06-17,565866,Action Pending,Unsanctioned,Lok Sabha,0,
f951dce2,MP 0132,NA - installation of RO water purification unit,Normal/Others,Odisha,Odisha Constituency 132,IDA 0286,,,Block 4,,2024-01-09,105048,Action Pending,Unsanctioned,Lok Sabha,0,
2c1e15d9,MP 0051,NA - construction of cremation ground shed,Normal/Others,Uttarakhand,Uttarakhand Constituency 51,IDA 0061,,,,Village 34,2023-12-27,331751,Approved by IDA,Ongoing,Lok Sabha,0,
797f59e3,MP 0146,NA - installation of solar street lights,Normal/Others,Uttarakhand,Uttarakhand Constituency 146,IDA 0325,,,Block 2,,2023-10-12,493715,Action Pending,Unsanctioned,Rajya Sabha,0,
5746aa13,MP 0173,NA - construction of community hall,Normal/Others,Haryana,Haryana Constituency 173,IDA 0277,,Ward 4,Block 11,Village 73,2024-03-15,2175983,Action Pending,Sanctioned,Lok Sabha,0,
db2987d4,MP 0245,NA - repair of drinking water supply pipeline,Normal/Others,Bihar,Bihar Constituency 245,IDA 0107,,,Block 12,,2023-07-30,1189550,Approved by IDA,Unsanctioned,Lok Sabha,0,
cc9a4bbf,MP 0029,NA - construction of boundary wall for school,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0157,,,,Village 12,2023-10-03,867027,Action Pending,Unsanctioned,Lok Sabha,0,
21025a2f,MP 0230,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0081,,,,Village 66,2023-10-01,667843,Approved by IDA,Unsanctioned,Lok Sabha,0,
f10fd2ee,MP 0205,NA - construction of drainage system,Normal/Others,Odisha,Odisha Constituency 205,IDA 0046,,,,,2023-05-08,1559729,Approved by IDA,Unsanctioned,Lok Sabha,0,
2a07de84,MP 0277,NA - installation of CCTV surveillance system,Normal/Others,Haryana,Haryana Constituency 277,IDA 0383,,,,,2023-07-13,400763,Approved by IDA,Ongoing,Lok Sabha,0,
2ba6ca20,MP 0153,NA - construction of drainage system,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0334,,,,,2024-03-03,910751,Approved by IDA,Sanctioned,Lok Sabha,0,
780c1429,MP 0168,NA - repair of internal roads,Normal/Others,Bihar,Bihar Constituency 168,IDA 0317,,,Block 11,Village 82,2023-05-29,758147,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
7c839dea,MP 0090,NA - installation of solar street lights,Normal/Others,Rajasthan,Rajasthan Constituency 90,IDA 0214,,,,Village 5,2024-01-14,242923,Action Pending,Unsanctioned,Lok Sabha,0,
735b2dc4,MP 0259,NA - construction of community hall,Normal/Others,Kerala,Kerala Constituency 259,IDA 0160,,,Block 13,,2024-02-13,19566600,Action Pending,Ongoing,Lok Sabha,1,overpricing
29d5f009,MP 0087,NA - installation of RO water purification unit,Normal/Others,Kerala,Kerala Constituency 87,IDA 0273,,,,,2023-11-21,154908,Action Pending,Unsanctioned,Rajya Sabha,0,
047aa197,MP 0154,NA - repair of drinking water supply pipeline,Normal/Others,Uttarakhand,Uttarakhand Constituency 154,IDA 0228,,Ward 15,,Village 31,2023-10-06,824180,Approved by IDA,Unsanctioned,Rajya Sabha,0,
78e6151d,MP 0154,NA - construction of public toilet complex,Normal/Others,Uttarakhand,Uttarakhand Constituency 154,IDA 0293,,,,,2023-12-23,843210,Action Pending,Unsanctioned,Lok Sabha,0,
4101bb01,MP 0083,NA - installation of CCTV surveillance system,Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0267,,Ward 14,Block 12,Village 81,2024-03-07,383775,Action Pending,Sanctioned,Lok Sabha,0,
8dfc3cb5,MP 0094,NA - repair of internal roads,Normal/Others,Punjab,Punjab Constituency 94,IDA 0224,,Ward 11,,,2023-12-30,2374776,Approved by IDA,Sanctioned,Lok Sabha,0,
3b4ee7d7,MP 0085,NA - repair of drinking water supply pipeline,Normal/Others,Maharashtra,Maharashtra Constituency 85,IDA 0119,,,,,2023-07-18,709034,Action Pending,Unsanctioned,Lok Sabha,0,
10651d01,MP 0077,NA - construction of cremation ground shed,Normal/Others,Assam,Assam Constituency 77,IDA 0075,,Ward 30,Block 4,Village 19,2024-01-04,583247,Approved by IDA,Unsanctioned,Rajya Sabha,0,
a26a3f3d,MP 0125,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0222,,,Block 11,,2024-03-22,411411,Approved by IDA,Unsanctioned,Rajya Sabha,0,
68eabf47,MP 0096,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 96,IDA 0239,,Ward 27,Block 13,,2023-09-30,112103,Action Pending,Unsanctioned,Rajya Sabha,0,
193cec21,MP 0152,NA - repair and renovation of anganwadi center,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 152,IDA 0297,,,,,2023-08-19,697433,Action Pending,Unsanctioned,Rajya Sabha,0,
db9559a4,MP 0034,NA - development of public park,Normal/Others,Odisha,Odisha Constituency 34,IDA 0092,,,,,2023-05-01,1904420,Approved by IDA,Completed,Rajya Sabha,0,
a4a0e9cf,MP 0156,NA - repair of internal roads,Normal/Others,Punjab,Punjab Constituency 156,IDA 0330,,,,Village 86,2023-06-02,8579225,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
74b35f9e,MP 0176,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0006,,,,,2023-11-17,339414,Action Pending,Unsanctioned,Lok Sabha,0,
477d0840,MP 0103,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 103,IDA 0092,,,,Village 90,2023-07-28,464673,Action Pending,Completed,Lok Sabha,0,
3cea25b7,MP 0178,NA - installation of solar street lights,Normal/Others,Jharkhand,Jharkhand Constituency 178,IDA 0164,,Ward 6,,Village 61,2023-05-25,439505,Action Pending,Unsanctioned,Rajya Sabha,0,
f1f9dac8,MP 0284,NA - development of public park,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 284,IDA 0139,,Ward 24,Block 2,Village 100,2023-06-16,1904514,Approved by IDA,Unsanctioned,Lok Sabha,0,
a116b2b4,MP 0091,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 91,IDA 0274,,Ward 22,Block 6,Village 35,2023-10-30,469630,Action Pending,Unsanctioned,Lok Sabha,0,
e776d2a8,MP 0080,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 80,IDA 0163,,Ward 11,Block 6,Village 82,2023-09-04,209805,Action Pending,Sanctioned,Lok Sabha,0,
b029ee8b,MP 0186,NA – repair and renovation of anganwadi center (Phase 4),Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0388,,,Block 3,Village 35,2023-12-22,683692,Action Pending,Sanctioned,Lok Sabha,1,duplicate
c2a2dd9f,MP 0296,NA - repair of internal roads,Normal/Others,West Bengal,West Bengal Constituency 296,IDA 0373,,,,,2023-10-16,2090023,Approved by IDA,Ongoing,Lok Sabha,0,
1c15cf92,MP 0018,NA - repair and renovation of anganwadi center,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 18,IDA 0112,,,,,2023-11-29,390495,Approved by IDA,Unsanctioned,Lok Sabha,0,
e2915f41,MP 0086,NA - renovation of government school building,Normal/Others,Odisha,Odisha Constituency 86,IDA 0161,,,Block 1,,2023-09-07,829116,Action Pending,Unsanctioned,Rajya Sabha,0,
5a5930e4,MP 0219,NA - repair of internal roads,Normal/Others,Jharkhand,Jharkhand Constituency 219,IDA 0185,,,Block 12,,2023-06-04,2451747,Action Pending,Unsanctioned,Lok Sabha,0,
ec66d948,MP 0198,NA - installation of street lights,Normal/Others,Karnataka,Karnataka Constituency 198,IDA 0049,,,,,2023-06-03,140598,Action Pending,Completed,Rajya Sabha,0,
94ee0697,MP 0000,NA - renovation of government school building,Normal/Others,West Bengal,West Bengal Constituency 0,IDA 0013,,,Block 1,,2023-07-06,2118210,Approved by IDA,Ongoing,Rajya Sabha,0,
de843fb9,MP 0034,NA - installation of RO water purification unit,Normal/Others,Odisha,Odisha Constituency 34,IDA 0140,,,,,2024-03-30,338281,Approved by IDA,Unsanctioned,Lok Sabha,0,
ef436140,MP 0125,NA - construction of boundary wall for school,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0290,,Ward 3,Block 1,Village 97,2023-05-08,513229,Approved by IDA,Ongoing,Lok Sabha,0,
e9d33144,MP 0279,NA - construction of drainage system,Normal/Others,Odisha,Odisha Constituency 279,IDA 0282,,,,Village 54,2023-05-18,922552,Action Pending,Sanctioned,Lok Sabha,0,
d229b0d4,MP 0037,NA - repair of internal roads,Normal/Others,Kerala,Kerala Constituency 37,IDA 0269,,,,,2023-08-28,1252330,Action Pending,Unsanctioned,Lok Sabha,0,
2ec24563,MP 0229,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 229,IDA 0278,,,,,2024-01-02,904143,Approved by IDA,Unsanctioned,Lok Sabha,0,
39221af6,MP 0189,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0335,,Ward 26,,,2023-08-26,1494882,Approved by IDA,Unsanctioned,Lok Sabha,0,
49636187,MP 0034,NA - construction of cremation ground shed,Normal/Others,Odisha,Odisha Constituency 34,IDA 0032,,,Block 8,Village 54,2023-11-14,2654787,Rejected by IDA,Ongoing,Rajya Sabha,1,overpricing
d477f387,MP 0288,NA - repair of internal roads,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 288,IDA 0348,,,Block 12,,2023-06-24,1501393,Approved by IDA,Sanctioned,Lok Sabha,0,
cb4cbbaf,MP 0227,NA - renovation of government school building,Normal/Others,Assam,Assam Constituency 227,IDA 0249,,,,,2024-03-04,1483229,Action Pending,Ongoing,Rajya Sabha,0,
b45c9e4b,MP 0107,NA - installation of RO water purification unit,Normal/Others,Kerala,Kerala Constituency 107,IDA 0187,,,,,2024-02-20,274134,Approved by IDA,Unsanctioned,Lok Sabha,0,
d7fd9930,MP 0281,NA - construction of boundary wall for school,Normal/Others,Maharashtra,Maharashtra Constituency 281,IDA 0179,,,Block 2,,2024-01-05,481508,Action Pending,Unsanctioned,Lok Sabha,1,structuring
adff0ce7,MP 0069,NA - repair of internal roads,Normal/Others,Rajasthan,Rajasthan Constituency 69,IDA 0376,,,,,2023-05-12,1852355,Action Pending,Unsanctioned,Lok Sabha,0,
8979385e,MP 0076,NA - installation of RO water purification unit,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 76,IDA 0364,,,Block 11,,2023-04-28,126469,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
cd90b39e,MP 0258,NA - construction of community hall,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0104,,Ward 11,,Village 18,2023-11-18,2234791,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
08a8fdfd,MP 0152,NA - construction of public toilet complex,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 152,IDA 0319,,,,Village 39,2024-03-27,842149,Approved by IDA,Sanctioned,Lok Sabha,0,
15d66f28,MP 0081,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 81,IDA 0297,,Ward 30,,,2024-03-25,1839193,Approved by IDA,Ongoing,Lok Sabha,0,
ec1c6246,MP 0147,NA - repair of internal roads,Normal/Others,Rajasthan,Rajasthan Constituency 147,IDA 0175,,,,,2023-09-16,1322607,Approved by IDA,Unsanctioned,Lok Sabha,0,
377b3df9,MP 0074,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 74,IDA 0025,,,Block 14,,2023-08-10,694101,Action Pending,Sanctioned,Rajya Sabha,0,
72ebbe1f,MP 0046,NA - construction of drainage system,Normal/Others,West Bengal,West Bengal Constituency 46,IDA 0020,,,Block 11,Village 85,2024-01-31,684096,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
28275ad4,MP 0147,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 147,IDA 0201,,Ward 24,,,2023-06-08,843243,Action Pending,Ongoing,Lok Sabha,0,
a1aceaac,MP 0056,NA - construction of boundary wall for school,Normal/Others,Maharashtra,Maharashtra Constituency 56,IDA 0038,,,Block 15,Village 75,2023-07-04,729330,Approved by IDA,Unsanctioned,Lok Sabha,0,
d23197ac,MP 0097,NA - construction of cremation ground shed,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 97,IDA 0351,,,Block 15,,2023-08-11,401973,Action Pending,Unsanctioned,Lok Sabha,0,
26a89391,MP 0148,NA - development of public park,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 148,IDA 0161,,,,Village 78,2024-01-03,1266821,Approved by IDA,Ongoing,Lok Sabha,1,vendor_capture
9621ccd0,MP 0066,NA - construction of drainage system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 66,IDA 0063,,,Block 2,Village 32,2024-03-26,5116782,Action Pending,Ongoing,Lok Sabha,1,overpricing
a24d5cbe,MP 0161,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 161,IDA 0077,,,,,2023-07-25,2766925,Approved by IDA,Unsanctioned,Lok Sabha,0,
0632662a,MP 0276,NA - development of public park,Normal/Others,Delhi,Delhi Constituency 276,IDA 0272,,,,,2023-12-29,1573029,Approved by IDA,Unsanctioned,Lok Sabha,0,
69781150,MP 0136,NA - development of public park,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 136,IDA 0309,,,Block 12,Village 100,2023-09-06,1352708,Action Pending,Ongoing,Lok Sabha,0,
af176d36,MP 0268,NA - development of public park,Normal/Others,Jharkhand,Jharkhand Constituency 268,IDA 0045,,Ward 10,Block 13,,2023-11-26,1810997,Action Pending,Unsanctioned,Rajya Sabha,0,
4961bfa9,MP 0103,NA - repair of drinking water supply pipeline,Normal/Others,Gujarat,Gujarat Constituency 103,IDA 0218,,,,Village 3,2023-06-02,1076406,Action Pending,Sanctioned,Rajya Sabha,0,
f411b3cd,MP 0026,NA - installation of RO water purification unit,Normal/Others,Gujarat,Gujarat Constituency 26,IDA 0053,,,Block 1,Village 18,2024-02-21,315127,Action Pending,Ongoing,Lok Sabha,0,
2e8775cd,MP 0092,NA - construction of drainage system,Normal/Others,Odisha,Odisha Constituency 92,IDA 0005,,,,Village 44,2023-09-25,1329139,Approved by IDA,Completed,Lok Sabha,0,
296dd2c8,MP 0079,NA - construction of drainage system,Normal/Others,Gujarat,Gujarat Constituency 79,IDA 0289,,Ward 27,Block 4,,2024-01-11,574792,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
c2c028f4,MP 0043,NA - repair and renovation of anganwadi center,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0333,,,,,2024-01-08,469126,Approved by IDA,Unsanctioned,Lok Sabha,0,
bf5b5980,MP 0201,NA - installation of RO water purification unit,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0374,,,Block 11,,2023-05-08,259157,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
01b28503,MP 0052,NA - repair and renovation of anganwadi center,Normal/Others,Telangana,Telangana Constituency 52,IDA 0388,,,,,2023-06-29,206974,Approved by IDA,Unsanctioned,Lok Sabha,0,
da1b882c,MP 0154,NA - construction of boundary wall for school,Normal/Others,Uttarakhand,Uttarakhand Constituency 154,IDA 0381,,,Block 3,Village 63,2023-07-21,651176,Approved by IDA,Unsanctioned,Lok Sabha,0,
978d9036,MP 0081,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 81,IDA 0141,,,Block 12,Village 67,2023-09-08,452995,Approved by IDA,Sanctioned,Rajya Sabha,0,
